311919759388192769	positive	Zum Glüch wurde der neue Papst heute gekürt %PosSmiley	zu Glüch werden die neu Papst heute küren %PosSmiley	APPRART NN VAFIN ART ADJA NN ADV VVPP ITJ	8/MO 1/NK 0/-- 6/NK 6/NK 3/SB 8/MO 3/OC 8/NK	case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311926066518319105	positive	Gesegnet sei die Medien - KuH ! Euer Papst	segnen sein die Medium - Kuh ! euer Papst	VVPP VAFIN ART NN $( NN $. PPOSAT NN	24/PD 22/-- 26/NK 24/SB 26/-- 26/APP 28/-- 9/NK 7/--	Sentiment::markable_129::Intensity=medium|EmoExpression::markable_130::SubjectiveFact=false|Sentiment::markable_129::Sarcasm=false|EmoExpression::markable_130::Sarcasm=false|EmoExpression::markable_130::EmoExpression=True|Sentiment::markable_129::Polarity=positive|Sentiment::markable_129::Sentiment=True|EmoExpression::markable_130::Intensity=medium|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Uncertain=false pers=3|Sentiment::markable_129::Sentiment=True|num=sg|tense=pres|mood=subj case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg Sentiment::markable_129::Sentiment=True case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg Sentiment::markable_129::Sentiment=True case=nom|Target::markable_131::Target=True|num=sg|Sentiment::markable_129::Sentiment=True|*=True|Target::markable_131::Preferred=true|Target::markable_131::Anaphref=empty case=nom|*=True|Sentiment::markable_129::Sentiment=True|num=sg|Target::markable_131::Target=True
311923018349821952	neutral	Wenn ich ihn wäre müessti jetzt zersch mal eis go suufe. papst	wenn ich er sein müessti jetzt zersch mal eis go suufe. papst	KOUS PPER PPER VAFIN NE ADV VVFIN ADV PTKVZ XY ADJA ADJA	13/CP 13/SB 13/PD 16/MO 13/SB 13/MO 9/-- 16/MO 20/MO 18/NK 21/NK 16/MO	_ case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ _ case=dat|gender=neut|num=pl|pos=True _
311962386632421376	neutral	Der neue Papst schrieb seine Doktorarbeit in Frankfurt . Ich stand mal im Pissoir des Jesuiten - Seminars dort . Tjaja .	die neu Papst schreiben sein Doktorarbeit in Frankfurt . ich stehen mal in Pissoir die Jesuit - Seminar dort . Tjaja .	ART ADJA NN VVFIN PPOSAT NN APPR NE $. PPER VVFIN ADV APPRART NN ART NN $( NN ADV $. NE $.	15/NK 15/NK 16/SB 12/-- 18/NK 16/OA 18/MNR 19/NK 20/-- 11/SB 9/-- 11/MO 11/MO 13/NK 16/NK 14/AG 16/-- 14/MNR 18/MNR 19/-- 20/-- 21/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=gen|gender=masc|num=sg _ _ case=nom|*=True|num=sg _
311921786386268160	negative	Der neue Papst spielte eine dubiose Rolle während der Militärdiktatur in Argentinien	die neu Papst spielen eine dubios Rolle während die Militärdiktatur in Argentinien	ART ADJA NN VVFIN ART ADJA NN APPR ART NN APPR NE	25/NK 25/NK 26/SB 22/-- 29/NK 29/NK 26/OA 29/MNR 32/NK 30/NK 32/MNR 33/NK	case=nom|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True|gender=masc|Target::markable_134::Preferred=true|Target::markable_134::Anaphref=empty case=nom|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True|gender=masc|pos=True case=nom|gender=masc|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True pers=3|Sentiment::markable_132::Sentiment=True|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True case=acc|EmoExpression::markable_135::Polarity=negative|EmoExpression::markable_135::SubjectiveFact=false|EmoExpression::markable_135::Sarcasm=false|gender=fem|EmoExpression::markable_135::Intensity=medium|pos=True|EmoExpression::markable_135::EmoExpression=True|num=sg|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_135::Uncertain=false case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_132::Sentiment=True
312185481637003264	neutral	Berlin und Brandenburg begrüssen neuen Papst : Ihren Angaben zufolge leben in Berlin , Brandenburg und Mecklenbur ...	Berlin und Brandenburg begrüßen neu Papst : ihr Angabe zufolge leben in Berlin , Brandenburg und Mecklenbur ...	NE KON NE VVFIN ADJA NN $. PPOSAT NN APPO VVFIN APPR NE $, NE KON NE $.	16/SB 13/CD 14/CJ 12/-- 18/NK 16/OA 18/-- 21/NK 22/NK 23/MO 16/CJ 23/MO 24/NK 25/-- 25/CJ 27/CD 28/CJ 29/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _
311906010015088640	positive	Konklave : Weist er Rauch ! Neuer Papst ist gewählt ...	Konklave : weisen er Rauch ! neu Papst sein wählen ...	NN $. VVFIN PPER NE $. ADJA NN VAFIN VVPP $.	21/OA 19/-- 18/-- 21/SB 21/OA 23/-- 8/NK 9/SB 6/-- 9/PD 10/--	case=nom|gender=neut|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104012646::Polarity=positive|EmoExpression::markable_104012646::EmoExpression=True|gender=masc|pers=3|num=sg|EmoExpression::markable_104012646::Uncertain=false|EmoExpression::markable_104012646::Intensity=medium|EmoExpression::markable_104012646::Sarcasm=false|EmoExpression::markable_104012646::SubjectiveFact=true case=acc|gender=masc|num=sg|EmoExpression::markable_104012646::EmoExpression=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
311926070783901696	neutral	Papst Franziskus I. promovierte in Deutschland . Können wir mal bitte die Doktorarbeit nach Plagiaten durchsuchen lassen ?	Papst Franziskus I. promovieren in Deutschland . können wir mal bitte die Doktorarbeit nach Plagiat durchsuchen lassen ?	NN NE NE VVFIN APPR NE $. VMFIN PPER ADV ADV ART NN APPR NN VVINF VVINF $.	15/SB 14/PNC 12/NK 11/-- 15/MO 16/NK 17/-- 7/-- 8/SB 8/MO 8/MO 13/NK 16/OA 13/MNR 14/NK 17/OC 8/OC 17/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=neut|num=sg _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=pl _ _ _
312108112268111873	positive	Dinge , die die Welt nicht braucht. papst	Ding , die die Welt nicht braucht. papst	NN $, PRELS ART NN PTKNEG NE ADJA	18/-- 19/-- 26/SB 23/NK 26/OA 26/NG 26/OA 19/CJ	case=nom|Sentiment::markable_136::Sentiment=True|num=pl|Sentiment::markable_136::Polarity=positive|Sentiment::markable_136::Intensity=medium|gender=neut|Sentiment::markable_136::Sarcasm=false Sentiment::markable_136::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True|Negation::markable_138::EmoExpressionRef=emo-expression:markable_137|Negation::markable_138::Negation=True case=acc|gender=fem|num=sg case=acc|num=sg|Target::markable_139::Preferred=true|gender=fem|Target::markable_139::Target=True|pos=True|Target::markable_139::Anaphref=empty
311936074001817601	negative	Na also , ein Papst der nicht in der Hitlerjugend war . Und jetzt kommen alle mit Junta . Was wollt ihr , einen Humanisten ?	na also , eine Papst die nicht in die Hitlerjugend sein . und jetzt kommen alle mit Junta . was wollen ihr , eine Humanist ?	ITJ ADV $, ART NN ART PTKNEG APPR ART NN VAFIN $. KON ADV VVFIN PIS APPR NN $. PWS VMFIN PPER $, ART NN $.	19/NK 19/MO 10/-- 13/NK 19/SB 19/NK 19/NG 19/MO 18/NK 16/NK 8/-- 19/-- 15/JU 15/MO 12/-- 15/SB 15/MO 17/NK 18/-- 21/OA 19/-- 21/SB 22/-- 25/NK 21/OA 25/--	_ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_104012647::Polarity=negative|EmoExpression::markable_104012647::Sarcasm=false|gender=fem|EmoExpression::markable_104012647::SubjectiveFact=true|num=sg|EmoExpression::markable_104012647::Uncertain=false|EmoExpression::markable_104012647::Intensity=medium|EmoExpression::markable_104012647::EmoExpression=True pers=3|num=sg|tense=past|mood=ind _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=sg pers=2|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=2 _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
311906167544741889	neutral	Den Papstnamen " Florida - Rolf " hatte wohl niemand auf dem Zettel. papst zeit	die Papstnamen " Florida - Rolf " haben wohl niemand auf die Zettel. Papst zeit	ART NN $( NE $( NE $( VAFIN ADV PIS APPR ART NN NN APPR	28/NK 34/SB 28/-- 28/NK 30/-- 30/APP 32/-- 26/-- 34/MO 34/SB 34/MO 39/NK 37/NK 39/NK 34/MO	*=True case=nom|gender=neut|num=sg *=True case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _
312150328940306432	positive	Neuer Papst : Franziskus würdigt Vorgänger Benedikt mit Besuch : Den Vormittag seines ersten Tages als Papst ver ...	neu Papst : Franziskus würdigen Vorgänger Benedikt mit Besuch : die Vormittag sein erst Tag als Papst ver ...	ADJA NN $. NE VVFIN NN NE APPR NN $. ART NN PPOSAT ADJA NN KOKOM NN VVFIN $.	17/NK 20/PD 17/-- 20/SB 15/-- 20/OA 21/NK 33/MO 23/NK 24/-- 27/NK 33/OA 30/NK 30/NK 27/AG 32/CM 30/CC 20/OC 33/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg mood=ind|EmoExpression::markable_104012648::Sarcasm=false|EmoExpression::markable_104012648::EmoExpression=True|EmoExpression::markable_104012648::SubjectiveFact=false|EmoExpression::markable_104012648::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_104012648::Uncertain=false|EmoExpression::markable_104012648::Intensity=medium gender=masc|*=True|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _
312159985931022336	neutral	%Link news Franziskus : Sein erster Tag als Papst - Spiegel Online	%Link news Franziskus : sein erst Tag als Papst - Spiegel Online	XY NN NE $. PPOSAT ADJA NN KOKOM NN $( NN NE	19/-- 22/PNC 19/-- 22/-- 26/NK 26/NK 22/RS 28/CM 26/CC 28/-- 28/CJ 30/NK	_ *=True case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311901203841818624	neutral	Odilo Scherer : " Er wäre in gewisser Hinsicht ein deutscher Papst "	Odilo Scherer : " er sein in gewiss Hinsicht eine deutsch Papst "	NE NE $. $( PPER VAFIN APPR ADJA NN ART ADJA NN $(	14/PNC 12/-- 14/-- 15/-- 18/SB 14/RS 18/MO 21/NK 19/NK 24/NK 24/NK 18/PD 24/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _
312184299573084160	neutral	+ + epd - Newsticker + + Reinhard Marx : " Der Herr selbst leitet seine Kirche " - Deutsche Kardinäle beeindruckt vom neuen Papst und seine ... + +	+ + epd - Newsticker + + Reinhard Marx : " die Herr selbst leiten sein Kirche " - deutsch Kardinal beeindrucken von neu Papst und sein ... + +	KON KON NN $( NN KON KON NE NE $. $( ART NN ADV VVFIN PPOSAT NN $( $( ADJA NN VVFIN APPRART ADJA NN KON PPOSAT $. KON KON	28/JU 14/CD 15/CJ 16/-- 16/CJ 18/CD 16/CD 22/PNC 20/CJ 22/-- 23/-- 26/NK 28/SB 26/MNR 13/-- 30/NK 28/SB 30/-- 31/-- 34/NK 35/SB 28/OC 35/MO 38/NK 36/NK 35/CD 41/NK 39/CJ 28/-- 29/CD	_ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ _ _
311918302974865409	neutral	Juchuuu , ich habe einen Papst zum Geburtstag bekommen .	Juchuuu , ich haben eine Papst zu Geburtstag bekommen .	NN $, PPER VAFIN ART NN APPRART NN VVINF $.	34/VO 31/-- 34/SB 30/-- 36/NK 39/OA 39/MO 37/NK 34/OC 39/--	case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
