378616125267144704	neutral	war es auch %PosSmiley eine der letzten gelben / grünen zucchinis , tomaten , karotten etc ...	sein es auch %PosSmiley eine die letzt gelb / grün zucchinis , tomaten , karotten etc. ...	VAFIN PPER ADV ITJ ART ART ADJA ADJA $( ADJA NN $, ADJD $, VVFIN ADV $.	0/-- 1/SB 1/MO 13/DM 13/OA 11/NK 11/NK 11/NK 8/-- 8/MO 5/AG 11/-- 1/PD 13/-- 1/CJ 15/MO 16/--	pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|num=sg|EmoExpression::markable_1::Intensity=medium case=acc|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True _ _ _ case=nom|gender=neut|num=sg _ _ _ pers=3|num=pl|tense=past|mood=ind _ _
365919444377145345	neutral	Wir schreiben täglich Leserbriefe & PresseMitteilungen , Piraten sagen ja nichts zu PRISM , aber HirnSchisse wird gedruckt ...	wir schreiben täglich Leserbrief & Pressemitteilung , Pirat sagen ja nichts zu PRISM , aber HirnSchisse werden drucken ...	PPER VVFIN ADJD NN KON NN $, NN VVFIN ADV PIS APPR NE $, KON NN VAFIN VVPP $.	17/SB 15/-- 17/MO 17/OA 19/CD 20/CJ 21/-- 24/SB 17/OC 24/MO 24/OA 26/MNR 27/NK 28/-- 24/CD 32/SB 30/CJ 32/OC 33/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind pos=True case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ gender=neut|*=True _ case=dat|gender=neut|num=sg _ _ case=acc|gender=neut|EmoExpression::markable_100500311::SubjectiveFact=false|EmoExpression::markable_100500311::Sarcasm=false|num=pl|EmoExpression::markable_100500311::Polarity=negative|EmoExpression::markable_100500311::EmoExpression=True|EmoExpression::markable_100500311::Uncertain=false|EmoExpression::markable_100500311::Intensity=strong pers=3|num=sg|tense=pres|mood=ind _ _
365812189409447937	neutral	6 piraten : Gegenwind für Verfassungsklage der Piraten - %Link	6 Pirat : Gegenwind für Verfassungsklage die Pirat - %Link	CARD NN $. NN APPR NN ART NN $( XY	21/NK 19/-- 21/-- 19/-- 23/MNR 24/NK 27/NK 25/AG 27/-- 19/--	_ case=nom|gender=masc|num=pl _ case=acc|EmoExpression::markable_100500294::EmoExpression=True|EmoExpression::markable_100500294::Uncertain=false|gender=masc|EmoExpression::markable_100500294::Sarcasm=false|EmoExpression::markable_100500294::Polarity=negative|num=sg|EmoExpression::markable_100500294::Intensity=weak|EmoExpression::markable_100500294::SubjectiveFact=false _ case=acc|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=gen|gender=fem|num=pl
364323604202131457	neutral	pankow bernau " Pankower Piraten auf Wahlkampf - Fahrradtour an der Panke " Radtour Termine %Link via pankowpiraten	pankow Bernau " Pankower Pirat auf Wahlkampf - Fahrradtour an die Panke " Radtour Termin %Link via %User	NE NE $( NN NN APPR NN $( NN APPR ART NN $( NN NN XY APPR NE	14/NK 14/NK 12/-- 10/-- 14/NK 14/MNR 16/NK 17/-- 14/CJ 19/MNR 22/NK 20/NK 22/-- 19/CJ 24/NK 25/NK 25/MNR 27/NK	_ pos=True _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _
353020583920934912	positive	FAZ ( .. %PosSmiley : " Die hessischen Grünen haben in den vergangenen Jahren ein ausgeprägtes schulpolitisches Profil entwickelt "	FAZ ( .. %PosSmiley : " die hessisch Grüne haben in die vergangen Jahr eine ausgeprägt schulpolitisch Profil entwickeln "	NE $( ADJA ITJ $. $( ART ADJA NN VAFIN APPR ART ADJA NN ART ADJA ADJA NN VVPP $(	18/-- 19/-- 19/UC 10/NK 4/NK 5/-- 9/NK 9/NK 10/SB 3/-- 19/MO 14/NK 14/NK 11/NK 18/NK 18/NK 18/NK 19/OA 10/OC 19/--	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ _ Sentiment::markable_100500299::Sarcasm=false|Sentiment::markable_100500299::Polarity=positive|Sentiment::markable_100500299::Sentiment=True|Sentiment::markable_100500299::Intensity=medium case=nom|num=pl|Sentiment::markable_100500299::Sentiment=True|Target::markable_100500300::Target=True|Target::markable_100500300::Preferred=true|*=True|Target::markable_100500300::Anaphref=empty case=nom|num=pl|Sentiment::markable_100500299::Sentiment=True|Target::markable_100500300::Target=True|*=True|pos=True case=nom|*=True|num=pl|Sentiment::markable_100500299::Sentiment=True|Target::markable_100500300::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100500299::Sentiment=True Sentiment::markable_100500299::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_100500299::Sentiment=True case=dat|gender=neut|num=pl|pos=True|Sentiment::markable_100500299::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_100500299::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500299::Sentiment=True case=acc|EmoExpression::markable_100500301::SubjectiveFact=false|Sentiment::markable_100500299::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500301::Sarcasm=false|num=sg|EmoExpression::markable_100500301::Polarity=positive|EmoExpression::markable_100500301::Intensity=medium|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500301::Uncertain=false case=acc|gender=neut|num=sg|pos=True|Sentiment::markable_100500299::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500299::Sentiment=True Sentiment::markable_100500299::Sentiment=True Sentiment::markable_100500299::Sentiment=True
376310901735170048	neutral	Was " Mr. Dax " , Dirk Müller über die AfD sagt - %Link via youtube dax btw12 börse ...	was " Mr. Dax " , Dirk Müller über die AfD sagen - %Link via %User Dax btw12 Börse ...	PIS $( NN NE $( $, NE NE APPR ART NN VVFIN $( XY APPR NE NE ADJA NN $.	23/PAR 21/-- 32/SB 28/PNC 24/-- 25/-- 28/PNC 23/NK 32/OP 31/NK 29/NK 20/-- 32/-- 39/NK 38/MO 37/PNC 35/NK 39/NK 32/OA 39/--	case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _
374935099273654272	negative	Newsfunk Giftgas - Anschlag : Grünen - Verteidigungsexperte setzt BND unter Druck %Link Omid Nouripour will , dass der BND da ...	Newsfunk Giftgas - Anschlag : grün - Verteidigungsexperte setzen BND unter Druck %Link Omid Nouripour wollen , dass die BND da ...	NN NN $( NN $. ADJA $( NN VVFIN NE APPR NN XY NE NE VMFIN $, KOUS ART NE PTKVZ $.	22/NK 29/CJ 22/-- 22/CJ 24/-- 28/NK 26/-- 29/SB 20/-- 29/SB 29/CVC 31/NK 32/NK 35/PNC 36/SB 29/RC 36/-- 29/OP 40/NK 38/NK 29/SVP 41/--	case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_100500326::Sarcasm=false|EmoExpression::markable_100500326::EmoExpression=True|EmoExpression::markable_100500326::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500326::Polarity=negative|num=sg|EmoExpression::markable_100500326::Uncertain=false|EmoExpression::markable_100500326::Intensity=medium EmoExpression::markable_100500326::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_100500326::EmoExpression=True _ case=dat|Source::markable_100500296::Anaphref=empty|Sentiment::markable_100500295::Intensity=medium|gender=fem|pos=True|Sentiment::markable_100500295::Sarcasm=false|Sentiment::markable_100500295::Polarity=negative|num=sg|Source::markable_100500296::Source=True|Sentiment::markable_100500295::Sentiment=True Source::markable_100500296::Source=True|Sentiment::markable_100500295::Sentiment=True case=nom|gender=masc|Sentiment::markable_100500295::Sentiment=True|num=sg|Source::markable_100500296::Source=True mood=ind|EmoExpression::markable_100500297::Sarcasm=false|EmoExpression::markable_100500297::EmoExpression=True|EmoExpression::markable_100500297::SubjectiveFact=false|EmoExpression::markable_100500297::Polarity=negative|pers=3|num=sg|tense=pres|EmoExpression::markable_100500297::Uncertain=false|Sentiment::markable_100500295::Sentiment=True|EmoExpression::markable_100500297::Intensity=medium Sentiment::markable_100500295::Sentiment=True|Target::markable_100500298::Target=True|Target::markable_100500298::Preferred=true|Target::markable_100500298::Anaphref=empty Sentiment::markable_100500295::Sentiment=True|EmoExpression::markable_100500297::EmoExpression=True case=acc|gender=masc|Sentiment::markable_100500295::Sentiment=True|num=sg|EmoExpression::markable_100500297::EmoExpression=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
363237815376969728	neutral	Was heisst denn hier " WIR Deutsche ... " - wie soll eine 3 % - Partei für alle sprechen ...	was heißen denn hier " sie Deutsche ... " - wie sollen eine 3 % - Partei für alle sprechen ...	PIS VVFIN KON ADV $( PPER NN $. $( $( KOUS VMFIN ART CARD NN $( NN APPR PIS VVINF $.	24/SB 22/-- 24/MO 24/MO 26/-- 24/SB 24/OA 29/-- 11/-- 9/-- 12/MO 8/-- 15/NK 15/NK 12/SB 15/-- 15/NK 15/MNR 18/NK 12/OC 20/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl _ _
366490932029296640	neutral	Sonntagsfrage zur btw13 Emnid / BamS : CDU / CSU 41  % , SPD 25  % , GRÜ 13  % , LIN 8 % , FDP 5 % , PIR 3 % , AfD 2 % , So ein 3%  - htt ...	Sonntagsfrage zu btw13 Emnid / BamS : CDU / CSU @card@ % , SPD @card@ % , GRÜ @card@ % , LIN 8 % , FDP 5 % , Pir 3 % , AfD 2 % , so eine @card@ - htt ...	NN APPRART ADJA NN $( NN $. NE $( NE CARD NN $, NE CARD NN $, NN CARD NN $, NE CARD NN $, NE CARD NN $, NE CARD NN $, NN CARD NN $, ADV ART CARD $( NN $.	21/-- 22/MNR 25/NK 23/NK 25/-- 25/CJ 27/-- 22/SB 29/-- 29/CJ 33/NK 29/MO 33/-- 37/SB 37/NK 33/CJ 37/-- 41/SB 41/NK 37/CJ 41/-- 45/SB 45/NK 41/CJ 45/-- 49/SB 49/NK 45/CJ 49/-- 53/SB 53/NK 49/CJ 53/-- 57/SB 57/NK 53/CJ 57/-- 63/MO 61/NK 63/PAR 61/-- 57/CJ 63/--	case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=dat|gender=fem|num=sg _ gender=neut|*=True _ case=dat|gender=fem|num=sg _ gender=neut|*=True _ case=nom|*=True|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|*=True|num=sg _ gender=neut|*=True _ case=dat|gender=fem|num=sg _ gender=neut|*=True _ _ case=nom|gender=neut|num=sg _ _ _ _
380409853505581056	neutral	Bouffier schliesst Koalition mit AfD nicht aus AfD	Bouffier schließen Koalition mit AfD nicht aus AfD	NN VVFIN NN APPR NN PTKNEG APPR ADJA	45/SB 43/-- 45/OA 46/MNR 47/NK 45/NG 45/MO 50/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ case=dat|*=True|num=pl|pos=True
357755991511031808	negative	BND versus Grundgesetz . Kanzlerin , Union und SPD ducken sich im Wahlkampf weg . Bürgerverarschung deluxe ...	BND versus Grundgesetz . Kanzlerin , Union und SPD ducken sich in Wahlkampf weg . Bürgerverarschung deluxe ...	NE APPR NN $. NN $, NE KON NE VVFIN PRF APPRART NN PTKVZ $. ADJA NN $.	8/-- 9/MNR 10/NK 11/-- 10/SB 5/-- 5/CJ 7/CD 8/CJ 4/-- 10/OA 10/MO 12/NK 10/SVP 14/-- 17/NK 15/-- 17/--	_ _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=strong|EmoExpression::markable_74::Polarity=negative|EmoExpression::markable_74::Sarcasm=false|pos=True|Target::markable_73::Anaphref=empty|num=pl|Target::markable_73::Target=True|Sentiment::markable_72::Intensity=strong|case=nom|EmoExpression::markable_74::SubjectiveFact=false|Target::markable_73::Preferred=true|Sentiment::markable_72::Sarcasm=false|Sentiment::markable_72::Polarity=negative|*=True|Sentiment::markable_72::Sentiment=True case=nom|*=True|num=pl _
361769195731558400	neutral	Piraten wählen oder nicht ? Meine kommentierte Zusammenfassung :	Pirat wählen oder nicht ? mein kommentiert Zusammenfassung :	NN VVINF KON PTKNEG $. PPOSAT ADJA NN $.	20/SB 18/-- 20/CD 21/CJ 22/-- 8/NK 8/NK 5/-- 8/--	case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _
351342117970395136	neutral	Zum Reformbedarf der Türkei und auch der EU : %Link .	zu Reformbedarf die Türkei und auch die EU : %Link .	APPRART NN ART NE KON ADV ART NN $. XY $.	9/-- 10/NK 13/NK 11/AG 13/CD 17/MO 17/NK 14/CJ 17/-- 9/-- 19/--	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg _
377334208814800896	neutral	Was haben CSU und FDP für uns Arbeitnehmer getan ? NICHTS ! Was können wir tun ? ltwby Wählen gehen , Politikwechsel jetzt !	was haben CSU und FDP für wir Arbeitnehmer tun ? nichts ! was können wir tun ? ltwby Wählen gehen , Politikwechsel jetzt !	PIS VAFIN NE KON NE APPR PPER NN VVPP $. PIAT $. PWS VMFIN PPER VVINF $. NN NN VVINF $, NN ADV $.	20/OA 11/-- 13/SB 14/CD 15/CJ 20/MO 17/NK 20/OA 13/OC 20/-- 10/-- 11/-- 16/OA 12/-- 14/SB 14/OC 16/-- 20/MO 18/NK 17/-- 20/-- 20/CJ 22/MNR 23/--	case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl|pers=1 case=acc|gender=masc|num=pl _ _ case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _ case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=neut|num=sg _ _
364491241654059008	neutral	Das ist eine Ente der Springerpresse und Ihr streitet Euch ?! Fail ! ...	die sein eine Ente die Springerpresse und sie streiten ihr ?! Fail ! ...	PDS VAFIN ART NN ART NN KON PPER VVFIN PPER NN NE $. $.	26/SB 24/-- 28/NK 26/PD 30/NK 28/AG 26/CD 33/SB 31/CJ 35/NK 33/OA 11/-- 12/-- 13/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_100500327::Intensity=medium|gender=fem|EmoExpression::markable_100500327::Sarcasm=false|num=sg|EmoExpression::markable_100500327::Polarity=negative|EmoExpression::markable_100500327::SubjectiveFact=true|EmoExpression::markable_100500327::EmoExpression=True|EmoExpression::markable_100500327::Uncertain=false _ case=nom|*=True|num=pl|pers=2 pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 case=acc|gender=masc|num=sg case=nom|*=True|num=sg _ _
377845920165289984	neutral	Viefeld FDP : Statt Mindestlohn Bürgergeld , du kriegst den Mund nicht zu ... btw13 lvzforum leipzig	Viefeld FDP : statt Mindestlohn Bürgergeld , du kriegen die Mund nicht zu ... btw13 lvzforum Leipzig	NN NE $. APPR NN NN $, PPER VVFIN ART NN PTKNEG PTKVZ $. CARD NN NE	23/CJ 15/NK 16/-- 20/MNR 18/NK 15/PAR 20/-- 23/SB 14/-- 25/NK 23/OA 23/NG 23/SVP 27/-- 16/NK 14/-- 16/NK	case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
376452778543300608	neutral	ugh ! eh MileyCyrus auftritt , bin ich so stoned , dass ich es nicht sehe. schlagdenraab WHERE IS MILEY ? ProSieben ? lasst uns nicht ewig warten☺♡	ugh ! eh %User auftreten , sein ich so stoned , dass ich es nicht sehe. schlagdenraab WHERE is MILEY ? %User ? lassen wir nicht ewig warten☺♡	NE $. ADV NE VVFIN $, VAFIN PPER ADV NE $, KOUS PPER PPER PTKNEG ADJA ADJA NN NE NE $. NE $. VVFIN PPER PTKNEG ADJD ADJA	17/-- 18/-- 5/MO 5/SB 7/MO 5/-- 9/RE 7/SB 10/MO 2/-- 10/-- 16/CP 16/SB 16/OA 16/NG 18/NK 18/NK 10/PAR 20/PNC 18/NK 20/-- 21/-- 22/-- 23/-- 24/SB 24/NG 28/MO 24/OC	_ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ pos=True gender=fem|*=True|num=pl case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=pl|pers=1 _ pos=True EmoExpression::markable_75::Sarcasm=false|EmoExpression::markable_75::EmoExpression=True|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=medium|EmoExpression::markable_75::SubjectiveFact=false|EmoExpression::markable_75::Polarity=positive
372718057896280064	positive	Hier steht aber alles Wissenswerte :	hier stehen aber alle Wissenswerte :	ADV VVFIN ADV PIAT NN $.	30/MO 28/-- 30/MO 33/NK 30/SB 33/--	_ pers=3|num=sg|tense=pres|mood=ind _ case=nom|Target::markable_77::Preferred=true|Sentiment::markable_76::Sarcasm=false|Sentiment::markable_76::Intensity=medium|gender=neut|Sentiment::markable_76::Sentiment=True|Target::markable_77::Target=True|num=sg|Sentiment::markable_76::Polarity=positive|Target::markable_77::Anaphref=empty case=nom|EmoExpression::markable_78::Polarity=positive|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::Intensity=medium|gender=neut|Sentiment::markable_76::Sentiment=True|num=sg|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::SubjectiveFact=false|EmoExpression::markable_78::EmoExpression=True _
374579710476681216	neutral	Piraten diskutieren bei der TAZ über den Uberwachungsskandal	Pirat diskutieren bei die TAZ über die Uberwachungsskandal	NN VVFIN APPR ART NE APPR ART NN	8/SB 6/-- 8/MO 11/NK 9/NK 8/OP 14/NK 12/NK	case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
357874903317356546	neutral	und hier die Anleitung meiner Holden . Achtung ! Knobi nicht vergessen %PosSmiley für alle die das mal probieren wollen %Link traut euch	und hier die Anleitung mein Holde . Achtung ! Knobi nicht vergessen %PosSmiley für alle die die mal probieren wollen %Link trauen ihr	KON ADV ART NN PPOSAT NN $. NN $. VVIMP PTKNEG VVPP ITJ APPR PIAT PRELS PDS ADV VVINF VMINF XY VVFIN PPER	12/JU 12/MO 12/NK 8/-- 14/NK 12/AG 14/-- 7/-- 8/-- 22/MO 12/NG 22/MO 20/NK 20/MO 14/NK 19/OA 19/OA 10/MO 20/OC 12/OC 20/NK 9/-- 22/DA	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=nom|gender=fem|num=sg _ _ _ _ EmoExpression::markable_79::Polarity=positive|EmoExpression::markable_79::Uncertain=false|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::EmoExpression=True|EmoExpression::markable_79::SubjectiveFact=false|EmoExpression::markable_79::Sarcasm=false _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=acc|gender=neut|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2
363568384220209152	neutral	FDP - Spitzenkandidat : Brüderle erinnert in Soli - Debatte an Kohls Worte : In einem Drei - Stufen - Konze ... %Link Nachrichten	FDP - Spitzenkandidat : Brüderle erinnern in Solo - Debatte an Kohl Wort : in eine Drei - Stufe - Konze ... %Link Nachricht	NE $( NN $. NN VVFIN APPR NN $( NN APPR NE NN $. APPR ART NN $( NN $( NN $. XY NN	26/SB 24/-- 29/CJ 26/-- 29/SB 23/-- 29/MO 30/NK 31/-- 29/OA 33/MNR 36/AG 34/NK 36/-- 33/MNR 40/NK 38/NK 40/-- 33/CJ 42/-- 42/CJ 44/-- 23/-- 23/--	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=pl _ case=gen|*=True|num=sg case=nom|gender=neut|num=pl _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=pl _ pers=2|num=sg|mood=imp _ _ case=nom|gender=fem|num=pl
369523971630178305	neutral	Die FDP widerspricht Pofalla . Wieviel Realsatire verträgt Deutschland noch ?	die FDP widersprechen Pofalla . wieviele Realsatire vertragen Deutschland noch ?	ART NE VVFIN NE $. PWAV NN VVFIN NE ADV $.	26/NK 27/SB 24/-- 27/SB 28/-- 7/NK 8/SB 5/-- 8/SB 8/MO 10/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ _
379277818607452160	neutral	Es könnten alle Nicht - CSU - Wähler in Deutschland politisches Asyl beantragen . Im Gegenzug kriegt Bayern alle CDU - und AfD - W ...	es können alle nicht - CSU - Wähler in Deutschland politisch Asyl beantragen . in Gegenzug kriegen Bayern alle CDU - und AfD - W ...	PPER VMFIN PIS PTKNEG $( NE $( NN APPR NE ADJA NN VVINF $. APPRART NN VVFIN NE PIAT NE $( KON NN $( NN $.	13/SB 11/-- 19/NK 13/NG 15/-- 19/NK 17/-- 24/OA 24/MO 20/NK 23/NK 24/OA 13/OC 24/-- 17/MO 15/NK 14/-- 17/SB 20/NK 17/OA 20/-- 20/CD 22/CJ 23/-- 23/CJ 25/--	case=nom|gender=neut|num=sg|pers=3 pers=3|num=pl|tense=past|mood=subj case=nom|*=True|num=pl _ _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=acc|gender=fem|num=pl case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg _ _ _
379325101381935104	neutral	Seehofer will mit seiner absolut en CSU Mehrheit in Bayern die Maut durchsetzen - btw13	Seehofer wollen mit sein absolut en CSU Mehrheit in Bayern die Maut durchsetzen - btw13	NE VMFIN APPR PPOSAT ADJD FM NE NN APPR NE ART NN VVINF $( ADJA	28/SB 26/-- 39/MO 34/NK 39/MO 34/AG 32/NK 29/NK 34/MNR 35/NK 38/NK 39/OA 28/OC 39/-- 28/MO	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg pos=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg|pos=True
372733624782581760	neutral	Da hat das braune Pack dann doch noch den Wahlkampf bei uns begonnen . Gehe am Wochenende mit Leiter und Heckenschere spaz ...	da haben die braun Pack dann doch noch die Wahlkampf bei wir beginnen . gehen an Wochenende mit Leiter und Heckenschere spaz ...	ADV VAFIN ART ADJA NN ADV ADV ADV ART NN APPR PRF VVPP $. VVFIN APPRART NN APPR NN KON NN NE $.	28/MO 15/-- 20/NK 20/NK 17/SB 28/MO 28/MO 28/MO 25/NK 28/OA 28/MO 26/NK 17/OC 28/-- 14/-- 15/MO 16/NK 15/MO 18/NK 19/CD 20/CJ 21/NK 22/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500312::EmoExpression=True|gender=neut|EmoExpression::markable_100500312::SubjectiveFact=false|EmoExpression::markable_100500312::Sarcasm=false|num=sg|EmoExpression::markable_100500312::Polarity=negative|EmoExpression::markable_100500312::Intensity=medium|EmoExpression::markable_100500312::Uncertain=false case=nom|gender=neut|num=sg|EmoExpression::markable_100500312::EmoExpression=True|pos=True case=nom|gender=neut|num=sg|EmoExpression::markable_100500312::EmoExpression=True _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|*=True|num=pl|pers=1 _ _ pers=3|num=sg|tense=pres|mood=subj case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=nom|*=True|num=sg _
