311924950309163010	positive	Neuer Papst sogar ein sehr netter ! %PosSmiley ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett ! %PosSmiley ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJD $. ITJ PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 4/MO 2/AG 6/MO 2/PD 6/-- 6/DM 10/SB 8/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Uncertain=false Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
311804248428015616	negative	Die feministische Philosophin Mary Daly ( 1928-2010 ) , Autorin d. Buches " Jenseits von Gottvater , Sohn &amp; Co . : Papst ist Dealer d grössten Lügen .	die feministisch Philosophin Mary Daly ( @card@ ) , Autorin d. Buch " Jenseits von Gottvater , Sohn &amp; Co . : Papst sein Dealer d groß Lüge|Lügen .	ART ADJA NN NE NE $( CARD $( $, NN ART NN $( NN APPR NN $, NN $( NN $. $. NN VAFIN NN ADJA ADJA NN $.	23/NK 23/NK 20/-- 25/PNC 23/NK 25/-- 23/PAR 27/-- 28/-- 23/CJ 32/NK 30/AG 32/-- 32/NK 34/PG 35/NK 36/-- 30/CJ 38/-- 38/PAR 40/-- 23/-- 24/SB 21/-- 24/SB 24/MO 28/NK 24/PD 28/--	case=nom|Sentiment::markable_186::Sarcasm=false|Sentiment::markable_186::Polarity=negative|gender=fem|Source::markable_187::Anaphref=empty|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Intensity=strong|Sentiment::markable_186::Sentiment=True case=nom|num=sg|Source::markable_187::Source=True|gender=fem|pos=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=gen|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=gen|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=gen|gender=masc|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=dat|gender=masc|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|*=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|*=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=nom|num=sg|Target::markable_188::Preferred=true|Target::markable_188::Target=True|gender=masc|Target::markable_188::Anaphref=empty|Sentiment::markable_186::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_186::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=dat|Intensifier::markable_190::Degree=strong|Intensifier::markable_190::Intensifier=True|gender=fem|num=pl|sup=True|Intensifier::markable_190::EmoExpressionRef=emo-expression:markable_189|Sentiment::markable_186::Sentiment=True case=acc|EmoExpression::markable_189::EmoExpression=True|gender=fem|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=negative|EmoExpression::markable_189::Sarcasm=false|EmoExpression::markable_189::Uncertain=false|num=pl|EmoExpression::markable_189::Intensity=medium|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True
311909371716186112	neutral	Neuer Papst ? Naja , das wird mein Leben jetzt auch nicht verändern .	neu Papst ? Naja , die werden mein Leben jetzt auch nicht verändern .	ADJA NN $. NN $, PDS VAFIN PPOSAT NN ADV ADV PTKNEG VVINF $.	31/NK 29/-- 31/-- 6/RE 4/-- 7/SB 3/-- 9/NK 13/OA 13/MO 13/MO 13/NG 7/OC 13/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ _ _
311914215692722176	neutral	Konklave : Ein neuer Papst ist gewählt : Weist er Rauch aus dem Schornstein der Sixtinischen Kapelle - im fünften ...	Konklave : eine neu Papst sein wählen : weisen er Rauch aus die Schornstein die Sixtinische Kapelle - in fünft ...	NN $. ART ADJA NN VAFIN VVPP $. VVFIN PPER NE APPR ART NN ART NN NN $( APPRART ADJA $.	23/OA 15/-- 19/NK 19/NK 20/SB 15/RS 20/PD 21/-- 14/-- 23/SB 23/OA 25/MNR 28/NK 26/NK 30/NK 28/AG 30/NK 31/-- 23/MO 33/NK 34/--	case=nom|gender=neut|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_10408114::Intensity=medium|EmoExpression::markable_10408114::Uncertain=false|EmoExpression::markable_10408114::SubjectiveFact=false|gender=masc|EmoExpression::markable_10408114::EmoExpression=True|pers=3|num=sg|EmoExpression::markable_10408114::Sarcasm=false|EmoExpression::markable_10408114::Polarity=positive case=acc|gender=masc|num=sg|EmoExpression::markable_10408114::EmoExpression=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True _
311929714749104128	neutral	Die mit dem langsamen Internet , posten jetzt noch etwa eine Stunde , wer der neue Papst ist ...	die mit die langsam Internet , posten jetzt noch etwa eine Stunde , wer die neu Papst sein ...	ART APPR ART ADJA NN $, VVFIN ADV ADV ADV ART NN $, PWS ART ADJA NN VAFIN $.	28/SB 22/MNR 26/NK 26/NK 23/NK 26/-- 21/-- 28/MO 28/MO 33/MO 33/NK 28/OA 33/-- 39/SB 38/NK 38/NK 39/PD 33/OC 39/--	case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_10408109::Intensity=medium|gender=masc|EmoExpression::markable_10408109::Sarcasm=false|EmoExpression::markable_10408109::EmoExpression=True|pos=True|EmoExpression::markable_10408109::Polarity=positive|num=sg|EmoExpression::markable_10408109::SubjectiveFact=true|EmoExpression::markable_10408109::Uncertain=false case=dat|gender=masc|num=sg _ sup=True _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
311912549547393024	negative	Mir ist es eigentlich egal wer der neue Papst ist .	Mir sein es eigentlich egal wer die neu Papst sein .	NN VAFIN PPER ADV ADJD PWS ART ADJA NN VAFIN $.	21/PD 19/-- 21/SB 21/MO 21/PD 29/SB 28/NK 28/NK 29/PD 22/RE 29/--	case=nom|Sentiment::markable_191::Polarity=negative|Sentiment::markable_191::Sarcasm=false|gender=masc|Source::markable_192::Source=True|Sentiment::markable_191::Sentiment=True|Sentiment::markable_191::Intensity=weak|num=sg|Source::markable_192::Anaphref=empty pers=3|Sentiment::markable_191::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_191::Sentiment=True|pers=3 Sentiment::markable_191::Sentiment=True EmoExpression::markable_193::Sarcasm=false|EmoExpression::markable_193::Uncertain=false|EmoExpression::markable_193::Polarity=negative|Sentiment::markable_191::Sentiment=True|EmoExpression::markable_193::EmoExpression=True|EmoExpression::markable_193::SubjectiveFact=false|EmoExpression::markable_193::Intensity=weak case=nom|gender=masc|num=sg|Sentiment::markable_191::Sentiment=True case=nom|Target::markable_194::Anaphref=empty|num=sg|gender=masc|Sentiment::markable_191::Sentiment=True|Target::markable_194::Target=True|Target::markable_194::Preferred=true case=nom|num=sg|gender=masc|Sentiment::markable_191::Sentiment=True|Target::markable_194::Target=True|pos=True case=nom|gender=masc|num=sg|Target::markable_194::Target=True|Sentiment::markable_191::Sentiment=True pers=3|Sentiment::markable_191::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_191::Sentiment=True
312119058478813186	negative	Der Postillon : Überraschung ! Katholische Kirche wählt alten , konservativen weissen Mann zum Papst %Link aufschrei	die Postillon : Überraschung ! katholisch Kirche wählen alt , konservativ weiß Mann zu Papst %Link Aufschrei	ART NN $. NN $. ADJA NN VVFIN ADJA $, ADJA ADJA NN APPRART NN XY NN	13/NK 11/-- 13/-- 13/SB 15/-- 7/NK 8/SB 5/-- 13/NK 9/-- 9/CJ 13/NK 8/OA 13/MNR 14/NK 15/NK 8/OA	case=nom|Sentiment::markable_195::Sarcasm=true|num=sg|Sentiment::markable_195::Polarity=negative|gender=masc|Sentiment::markable_195::Intensity=medium|Sentiment::markable_195::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_195::Sentiment=True Sentiment::markable_195::Sentiment=True case=acc|EmoExpression::markable_196::Polarity=positive|EmoExpression::markable_196::Intensity=medium|EmoExpression::markable_196::EmoExpression=True|gender=fem|num=sg|EmoExpression::markable_196::SubjectiveFact=true|EmoExpression::markable_196::Sarcasm=true|EmoExpression::markable_196::Uncertain=false|Sentiment::markable_195::Sentiment=True Sentiment::markable_195::Sentiment=True case=nom|gender=fem|pos=True|num=sg|Target::markable_197::Target=True|Target::markable_197::Preferred=true|Target::markable_197::Anaphref=empty|Sentiment::markable_195::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True EmoExpression::markable_10408115::SubjectiveFact=true|mood=ind|EmoExpression::markable_10408115::Polarity=positive|Target::markable_197::Target=True|pers=3|EmoExpression::markable_10408115::Intensity=medium|EmoExpression::markable_10408115::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_10408115::Uncertain=false|Sentiment::markable_195::Sentiment=True|EmoExpression::markable_10408115::EmoExpression=True case=acc|EmoExpression::markable_198::SubjectiveFact=true|gender=masc|pos=True|EmoExpression::markable_198::Polarity=negative|EmoExpression::markable_198::Intensity=medium|EmoExpression::markable_198::Uncertain=false|num=sg|EmoExpression::markable_198::Sarcasm=false|Target::markable_197::Target=True|EmoExpression::markable_198::EmoExpression=True|Sentiment::markable_195::Sentiment=True Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True case=dat|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_199::Polarity=negative|EmoExpression::markable_199::SubjectiveFact=true|num=pl|EmoExpression::markable_199::Intensity=medium|Target::markable_197::Target=True|EmoExpression::markable_199::Uncertain=false|Sentiment::markable_195::Sentiment=True case=dat|num=pl|gender=masc|Target::markable_197::Target=True|pos=True|Sentiment::markable_195::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True case=dat|gender=masc|num=sg case=nom|EmoExpression::markable_10408110::Uncertain=false|gender=masc|EmoExpression::markable_10408110::EmoExpression=True|EmoExpression::markable_10408110::SubjectiveFact=false|num=sg|EmoExpression::markable_10408110::Intensity=medium|EmoExpression::markable_10408110::Polarity=negative|EmoExpression::markable_10408110::Sarcasm=false
311905070973337601	neutral	Hoffentlich wieder einer aus Star Ware es Papst	hoffentlich wieder eine aus Star Ware es Papst	ADV ADV PIS APPR NN NN PPER NN	20/MO 20/MO 25/SB 20/MNR 21/NK 22/NK 25/NK 17/--	EmoExpression::markable_10408111::EmoExpression=True|EmoExpression::markable_10408111::Intensity=medium|EmoExpression::markable_10408111::Sarcasm=false|EmoExpression::markable_10408111::Uncertain=false|EmoExpression::markable_10408111::Polarity=positive|EmoExpression::markable_10408111::SubjectiveFact=false _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg|pers=3 case=dat|gender=masc|num=sg
311944865950867457	neutral	In Argentinien ist seit 2 Jahren Ehe zwischen Homosexuellen erlaubt und der neue , homophobe Papst kommt aus Argentinien . Fi ...	in Argentinien sein seit 2 Jahr Ehe zwischen Homosexuelle erlauben und die neu , homophobe Papst kommen aus Argentinien . Fi ...	APPR NE VAFIN APPR CARD NN NN APPR NN VVPP KON ART ADJA $, ADJA NN VVFIN APPR NE $. VVFIN $.	18/MO 9/NK 8/-- 18/MO 14/NK 12/NK 14/NK 18/MO 16/NK 11/OC 11/CD 24/NK 24/NK 21/-- 21/CJ 25/SB 19/CJ 25/MO 26/NK 27/-- 20/-- 21/--	_ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=neut|num=pl case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ case=nom|EmoExpression::markable_10408112::SubjectiveFact=false|EmoExpression::markable_10408112::Intensity=medium|gender=masc|pos=True|EmoExpression::markable_10408112::EmoExpression=True|num=sg|EmoExpression::markable_10408112::Polarity=negative|EmoExpression::markable_10408112::Uncertain=false|EmoExpression::markable_10408112::Sarcasm=false case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ _ _
311838784222277632	neutral	Papst Joh . Paul II. erklärte am 7.11 %PosSmiley0 , die Frauenbeweg. stünde der Mutterschaft entgeg . , also kein Bröselchen Rationalität für Unterworfene	Papst Joh . Paul II. erklären an @card@ %PosSmiley0 , die Frauenbeweg. stehen die Mutterschaft entgeg . , also keine Bröselchen Rationalität für unterworfen	NN NE $. NE NE VVFIN APPRART CARD NN $, ART NN VVFIN ART NN NN $. $, ADV PIAT NN NN APPR ADJA	22/-- 23/NK 24/-- 5/PNC 6/SB 3/-- 6/MO 9/NK 7/NK 9/-- 12/NK 13/SB 6/OC 15/NK 13/DA 15/NK 16/-- 19/-- 21/MO 21/NK 17/-- 21/NK 21/MNR 23/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg *=True pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=sg|tense=past|mood=subj case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_10408113::Sarcasm=false|gender=neut|EmoExpression::markable_10408113::EmoExpression=True|num=sg|EmoExpression::markable_10408113::Uncertain=false|EmoExpression::markable_10408113::SubjectiveFact=false|EmoExpression::markable_10408113::Polarity=negative|EmoExpression::markable_10408113::Intensity=medium case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl
311985616621559808	positive	Sport | Franziskus : Der neue Papst ist Fussballfan von San Lorenzo : Argentinien jubelt über seinen neuen Promi ...	Sport | Franziskus : die neu Papst sein Fussballfan von San Lorenzo : Argentinien jubeln über sein neu Promi ...	NN XY NE $. ART ADJA NN VAFIN NN APPR NE NE $. NE VVFIN APPR PPOSAT ADJA NN $.	27/PNC 27/PNC 24/-- 27/-- 31/NK 31/NK 32/SB 27/RS 32/PD 33/PG 36/PNC 34/NK 36/-- 39/SB 32/CJ 39/OP 43/NK 43/NK 40/NK 43/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_201::Polarity=positive|Sentiment::markable_201::Sarcasm=false|gender=masc|Sentiment::markable_201::Sentiment=True|Source::markable_202::Anaphref=empty|Sentiment::markable_201::Intensity=medium|num=sg|Source::markable_202::Source=True case=nom|num=sg|Sentiment::markable_201::Sentiment=True|gender=masc|Source::markable_202::Source=True|pos=True case=nom|gender=masc|Source::markable_202::Source=True|num=sg|Sentiment::markable_201::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_201::Sentiment=True case=nom|EmoExpression::markable_203::Sarcasm=false|EmoExpression::markable_203::Uncertain=false|EmoExpression::markable_203::Polarity=positive|gender=masc|Sentiment::markable_201::Sentiment=True|EmoExpression::markable_203::SubjectiveFact=false|num=sg|EmoExpression::markable_203::Intensity=medium|EmoExpression::markable_203::EmoExpression=True Sentiment::markable_201::Sentiment=True Target::markable_204::Anaphref=empty|*=True|Target::markable_204::Target=True|Sentiment::markable_201::Sentiment=True|Target::markable_204::Preferred=true case=dat|gender=neut|num=sg|Target::markable_204::Target=True|Sentiment::markable_201::Sentiment=True _ case=nom|Sentiment::markable_205::Sarcasm=false|Source::markable_206::Source=True|Sentiment::markable_205::Polarity=positive|gender=neut|num=sg|Source::markable_206::Anaphref=empty|Sentiment::markable_205::Intensity=medium|Sentiment::markable_205::Sentiment=True mood=ind|EmoExpression::markable_207::Uncertain=false|EmoExpression::markable_207::EmoExpression=True|pers=3|EmoExpression::markable_207::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_207::Sarcasm=false|EmoExpression::markable_207::Intensity=medium|EmoExpression::markable_207::SubjectiveFact=false|Sentiment::markable_205::Sentiment=True Sentiment::markable_205::Sentiment=True case=acc|num=sg|Target::markable_208::Anaphref=empty|Target::markable_208::Preferred=true|Target::markable_208::Target=True|gender=masc|Sentiment::markable_205::Sentiment=True case=acc|num=sg|Target::markable_208::Target=True|gender=masc|pos=True|Sentiment::markable_205::Sentiment=True case=acc|gender=masc|Target::markable_208::Target=True|num=sg|Sentiment::markable_205::Sentiment=True _
311917949160144896	neutral	War eigentlich schon mal ein Papst in Warnemünde ?	sein eigentlich schon mal eine Papst in Warnemünde ?	VAFIN ADV ADV ADV ART NN APPR NN $.	20/-- 21/MO 24/MO 21/MO 26/NK 21/SB 26/MNR 27/NK 28/--	pers=3|num=sg|tense=past|mood=ind _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg _
311921764844335104	positive	Mir wäre ein Protestant als Papst lieber gewesen .	Mir sein eine Protestant als Papst lieb sein .	NN VAFIN ART NN KOKOM NN ADJD VAPP $.	11/PD 9/-- 13/NK 11/SB 13/CD 14/NK 17/PD 11/OC 17/--	case=nom|Source::markable_210::Source=True|gender=masc|Sentiment::markable_209::Sentiment=True|Sentiment::markable_209::Sarcasm=false|num=sg|Sentiment::markable_209::Intensity=medium|Sentiment::markable_209::Polarity=positive|Source::markable_210::Anaphref=empty pers=3|Sentiment::markable_209::Sentiment=True|num=sg|tense=past|mood=subj case=nom|num=sg|Target::markable_211::Target=True|gender=masc|Target::markable_211::Anaphref=empty|Sentiment::markable_209::Sentiment=True|Target::markable_211::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_209::Sentiment=True|Target::markable_211::Target=True Sentiment::markable_209::Sentiment=True|Target::markable_211::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_209::Sentiment=True|Target::markable_211::Target=True EmoExpression::markable_212::Sarcasm=false|EmoExpression::markable_212::Intensity=medium|EmoExpression::markable_212::Uncertain=false|EmoExpression::markable_212::Polarity=positive|EmoExpression::markable_212::SubjectiveFact=false|Sentiment::markable_209::Sentiment=True|EmoExpression::markable_212::EmoExpression=True Sentiment::markable_209::Sentiment=True Sentiment::markable_209::Sentiment=True
311853110039564288	neutral	Die haben sich doch längst entschieden . Wer die Nebelmaschine zünden darf , das wird diskutiert . Papst	die haben sich doch längst entscheiden . wer die Nebelmaschine zünden dürfen , die werden diskutieren . Papst	PDS VAFIN PRF ADV ADV VVPP $. PWS ART NN VVINF VMFIN $, PDS VAFIN VVPP $. NN	11/SB 9/-- 15/OA 15/MO 15/MO 11/OC 15/-- 12/SB 10/NK 11/OA 12/OC 14/RE 12/-- 15/SB 7/-- 15/OC 16/-- 17/--	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ _ case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg
311917322648571904	neutral	und Jetz kommt der loddar raus mit " ICH MACH ' S ! " %PosSmiley Papst lotharmatthäus	und Jetz kommen die loddar raus mit " ich machen ' S ! " %PosSmiley Papst lotharmatthäus	KON NN VVFIN ART ADJD ADV APPR $( PPER VVIMP $( NN $. $( ITJ NN NE	21/JU 21/SB 18/-- 21/SB 21/MO 21/MO 21/MO 27/-- 30/SB 27/NK 28/-- 25/NK 30/-- 31/-- 25/MO 15/-- 16/NK	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg pos=True _ _ _ case=acc|gender=neut|num=pl|sup=True _ _ _ _ _ EmoExpression::markable_213::EmoExpression=True|EmoExpression::markable_213::Polarity=positive|EmoExpression::markable_213::Intensity=strong|EmoExpression::markable_213::Uncertain=false|EmoExpression::markable_213::Sarcasm=false|EmoExpression::markable_213::SubjectiveFact=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
312157078854721536	neutral	Neuer Papst bezeichnete die Homo - Ehe als Intrige des Teufels und ein Adoptionsrecht für die Paare Kindesmissbrauch . ...	neu Papst bezeichnen die Homo - Ehe als Intrige die Teufel und eine Adoptionsrecht für die Paar Kindesmissbrauch . ...	ADJA NN VVFIN ART NN $( NN KOKOM NN ART NN KON ART NN APPR ART NN NN $. $.	19/NK 20/SB 17/-- 22/NK 20/OA 22/-- 22/NK 26/CM 24/CC 28/NK 26/AG 22/CD 31/NK 29/CJ 31/MNR 34/NK 32/NK 34/NK 35/-- 19/--	case=nom|Sentiment::markable_214::Sentiment=True|num=sg|Source::markable_215::Source=True|gender=masc|Source::markable_215::Anaphref=empty|pos=True case=nom|gender=masc|num=sg|Source::markable_215::Source=True|Sentiment::markable_214::Sentiment=True pers=3|Sentiment::markable_214::Sentiment=True|num=sg|tense=past|mood=ind case=acc|Target::markable_216::Anaphref=empty|Target::markable_216::Preferred=true|num=sg|Target::markable_216::Target=True|Sentiment::markable_214::Sentiment=True|gender=fem case=acc|gender=fem|num=sg|Sentiment::markable_214::Sentiment=True|Target::markable_216::Target=True Target::markable_216::Target=True|Sentiment::markable_214::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_214::Sentiment=True|Target::markable_216::Target=True Sentiment::markable_214::Sentiment=True case=nom|EmoExpression::markable_220::EmoExpression=True|EmoExpression::markable_220::Intensity=medium|*=True|EmoExpression::markable_220::Polarity=negative|EmoExpression::markable_220::Sarcasm=false|EmoExpression::markable_220::Uncertain=false|Sentiment::markable_214::Sentiment=True|num=pl|EmoExpression::markable_220::SubjectiveFact=false case=gen|gender=neut|num=sg|Sentiment::markable_214::Sentiment=True case=gen|EmoExpression::markable_217::EmoExpression=True|gender=neut|EmoExpression::markable_217::Intensity=strong|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|EmoExpression::markable_217::SubjectiveFact=false|Sentiment::markable_214::Sentiment=True|EmoExpression::markable_217::Polarity=negative|num=sg Sentiment::markable_214::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_214::Sentiment=True case=nom|Sentiment::markable_214::Sentiment=True|num=sg|Target::markable_218::Preferred=true|Target::markable_218::Anaphref=empty|gender=neut|Target::markable_218::Target=True Sentiment::markable_214::Sentiment=True|Target::markable_218::Target=True case=acc|gender=fem|num=sg|Target::markable_218::Target=True|Sentiment::markable_214::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_218::Target=True|Sentiment::markable_214::Sentiment=True case=nom|EmoExpression::markable_219::EmoExpression=True|gender=masc|EmoExpression::markable_219::Intensity=medium|EmoExpression::markable_219::Polarity=negative|EmoExpression::markable_219::Sarcasm=false|EmoExpression::markable_219::Uncertain=false|Sentiment::markable_214::Sentiment=True|num=sg|EmoExpression::markable_219::SubjectiveFact=false _ _
311918898964467712	neutral	Saarland ist kein Papst . Hmpf !	Saarland sein keine Papst . Hmpf !	NE VAFIN PIAT NN $. NN $.	22/SB 20/-- 24/NK 22/PD 24/-- 5/-- 6/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _
